text,label,pred,prob
"эм , нет , никто этого пидорасы не оболгал , он даже потом извиняться начала но он так всех заебал даже на съезде уже прогнившей кпсс его просто захлопали дабы не слушать .",1,0,0.43966568
"сжигатели вон минусут . ой , и правда , это же биомусор ! чего это я ! растворить в кислоте вместе с младенцем и вылить на помойку , нехрен свои шансоны разводить . мы ведь тут элитарии все как один , совесть и цвет нации , мерятели черепов и борцы за гуманизм .",1,0,0.443762
сколько уже можно постить это дерьмо ? ? ?,1,0,0.3661559
"и получаешь метку проклятого на весь бой , не только от игроков вражеской команды",1,0,0.44935057
"о , я топовая чтоли ? фигасе . . .",1,0,0.35605386
вот это действительно браво ! .,0,1,0.5339494
зашёл я в свежее . теперь из за тебя я весь в дерьме (,1,0,0.06638923
у него батя или брат - мент . это объясняет ватность и совкодрочерство .,1,0,0.4539924
"бедные нещастные муслимы , настоящие борцы против кровавых коммуняк . каждый свободный человек должен поддержать их в борьбе .",1,0,0.3919086
рука ушла блудить с ногою спина на попе сладко спит и сатана на это глядя тихонько в ауте сидит,1,0,0.20293419
"у тебя что , интоксикация украинским миром ?",1,0,0.42871398
", мат . мои нежные , девственные чувства оскорблены .",1,0,0.2864543
"да ну , каждый день миллиардам внушается мысль о потребностях , которых у них нет - реклама называется",0,1,0.55809206
хотел позвать модератора . . . если ваш ответчик сочтёт это оскорблением - позовёт сам,0,1,0.612984
"ну так ума нет , считай калека .",1,0,0.38902053
"союз дети скрепляют , но твоя шлюха в них не может .",1,0,0.06456446
"вот каждый раз на пикабу найдется зануда , под последним комментом в ветке , который не умеет в сарказм и он запросит пруфы у такого же билли , как я",1,0,0.2546143
вы что дебил ? кто же будет исследовать собственные косяки ? в лучшем случае предлжат усовершенствованную вакцину позже .,1,0,0.3005863
как подробно он о себе рассказал все - таки .,0,1,0.63540787
"фрэд , иди нахуй , не пойдём на твой ссаный концерт",1,0,0.47016004
а вата будет продолжать ржать над кличко в киеве .,1,0,0.20826341
"ивашка , под простоквашкой .",1,0,0.39139208
